Unnamed: 0,Unnamed: 1, ,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 62,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thon,10095.535782701721,8517.959265336289,8365.920105528294,3691.386343220066,8535.63295151183,16683.241264958768,6884.258433351789,43920,0,0,0,0,106693.93414660875,,Thon,4213.019886917528,4075.6119643588086,3849.7350748874933,0,0,2005.3333333333337,0,0,0,0,0,0,14143.700259497165,Thon,701.3224806037707,432.0741060763934,215.16066914752477,56.40346354562995,748.8749945848188,128.61724806201548,0,0,0,0,0,0,2282.452962020153,Thon,0,0,0,0,0,0,0,0,0,0,0,0,0,Thon,0,0,1019.9999999999999,916.5867881222209,1678.2515275667288,0,0,0,0,0,0,0,3614.8383156889495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thon,4914.342367521299,4507.686070435202,5084.895744035018,972.9902516678509,2427.1265221515478,2133.950581395349,0,0,0,0,0,0,20040.991537206268
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turbo,808.4808318325935,770.4545287380865,134.94463627758842,549.3390715721763,495.6760321615198,26887.547681819942,607.0583539471024,0,0,0,0,0,30253.50113634901,,Turbo,0,206.43475941035933,0,0,0,26737.77777777778,0,0,0,0,0,0,26944.21253718814,Turbo,0,117.22940862537806,0,0,0,0,0,0,0,0,0,0,117.22940862537806,Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turbo,0,323.66416803573736,0,0,0,26737.77777777778,0,0,0,0,0,0,27061.44194581352
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Efforts (jr),3314.746022045312,3506.2223268129787,3715.6363907649074,3147.7714712123047,3700.040569111044,3385.8492477182263,2417.439160839161,72,0,0,0,0,23259.705188503933,,Efforts (jr),452.70903010033453,328.59130434782605,297.4945054945054,0,0,0,0,0,0,0,0,0,1078.794839942666,Efforts (jr),32.5319693094629,41.26315789473685,32.93233082706765,64.61538461538461,29.999999999999996,100,0,0,0,0,0,0,301.342842646652,Efforts (jr),0,0,0,0,0,0,0,0,0,0,0,0,0,Efforts (jr),408,175.44000000000003,408,106.85714285714286,129.52380952380952,106.08000000000004,0,0,0,0,0,0,1333.9009523809523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Efforts (jr),893.2409994097975,545.294462242563,738.4268363215731,171.47252747252747,159.52380952380952,206.08000000000004,0,0,0,0,0,0,2714.0386349702703
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Captures (kg),1919168.1584761802,1932867.6190215219,1345410.6543721312,1687328.653936042,2427425.6290399507,2243166.729563023,1089839.6034328043,60912,0,0,0,0,12706119.047841653,,Captures (kg),49285.426086956526,36527.15614366729,53090.532544378686,0,0,2256,0,0,0,0,0,0,141159.1147750025,Captures (kg),14759.319470699424,11682.747922437675,7087.102040816322,21315.38163265306,27716.427218934907,11061.08333333333,0,0,0,0,0,0,93622.06161887471,Captures (kg),0,0,0,0,0,0,0,0,0,0,0,0,0,Captures (kg),16682.666666666668,87159.00000000001,106827.99999999999,65199.25000000002,70753.30612244898,73057.45920000003,0,0,0,0,0,0,419679.6819891157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Captures (kg),80727.41222432262,135368.90406610497,167005.634585195,86514.63163265308,98469.7333413839,86374.54253333336,0,0,0,0,0,0,654460.8583829929
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPUE (kg/jr),63.97263050117582,77.54359180402054,54.943359802803904,100.42830176501047,125.48851972794905,98.93343304373776,23.32752779729205,5.035714285714286,0,0,0,0,45.80608989397533,,CPUE (kg/jr),62.80833333333334,46.54945652173913,76.4823717948718,0,0,35.44444444444444,0,0,0,0,0,0,221.28460609438872,CPUE (kg/jr),117.8695652173913,77.07368421052632,68.90238095238094,207.232876984127,250.2177457264957,92.17569444444443,0,0,0,0,0,0,813.4719475353656,CPUE (kg/jr),0,0,0,0,0,0,0,0,0,0,0,0,0,CPUE (kg/jr),15.333333333333334,178.02083333333334,130.91666666666666,159.80208333333334,151.73809523809524,186.5233333333333,0,0,0,0,0,0,68.5278621031746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPUE (kg/jr),49.0028079710145,75.4109935163997,69.07535485347984,91.75874007936508,100.48896024114774,78.53586805555554,0,0,0,0,0,0,38.68939372641353
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nbre débarq.,1763,1835,1142,1484,1869,1517.4444444444443,157,3,0,0,0,0,9770.444444444445,,Nbre débarq.,60,67,48,0,0,35.44444444444444,0,0,0,0,0,0,210.44444444444446,Nbre débarq.,53,49,73,98,52,40,0,0,0,0,0,0,365,Nbre débarq.,0,0,0,0,0,0,0,0,0,0,0,0,0,Nbre débarq.,9,43,12,44,40,52,0,0,0,0,0,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nbre débarq.,122,159,133,142,92,127.44444444444444,0,0,0,0,0,0,775.4444444444445
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taux échant.,0.1948287575694735,0.1792833690829323,0.1178273240408374,0.39045401955136577,0.4488339438151865,0.5553078098139062,0.04245238734441392,0.001984126984126984,0,0,0,0,0.16091431151685354,,Taux échant.,0.0797872340425532,0.08909574468085106,0.06382978723404255,0,0,3,0,0,0,0,0,0,3.2327127659574466,Taux échant.,0.44166666666666665,0.4083333333333333,0.6083333333333333,0.8166666666666667,0.43333333333333335,0.3333333333333333,0,0,0,0,0,0,3.0416666666666665,Taux échant.,0,0,0,0,0,0,0,0,0,0,0,0,0,Taux échant.,0.022058823529411766,0.1053921568627451,0.029411764705882353,0.10784313725490197,0.09803921568627451,0.12745098039215685,0,0,0,0,0,0,0.04084967320261438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taux échant.,0.1358781810596579,0.15070530871923238,0.17539372131831454,0.23112745098039217,0.13284313725490196,0.8651960784313726,0,0,0,0,0,0,0.14092865648032263
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Captures (Tonnes),1919.1681584761802,1932.867619021522,1345.4106543721311,1687.328653936042,2427.4256290399508,2243.166729563023,1089.8396034328043,60.912,0,0,0,0,12706.119047841654,11555.367444408848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3144225373122836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valeurs (f.cfa),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f.cfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espèces,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Total,,Filet maillant de fond,,,,,,,,,,,,,,Filet maillant dérivant,,,,,,,,,,,,,,Filet mulet,,,,,,,,,,,,,,Filet sardine,,,,,,,,,,,,,,Ligne à main,,,,,,,,,,,,,,Ligne de fond,,,,,,,,,,,,,,Senne Tournante,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banane de Mer,414395.3987131995,0,0,349116.88707342156,0,0,0,0,0,0,0,0,763512.285786621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbillon,1663695.4579545069,307130.08888855804,194395.0256039024,403803.2750522676,87385.03926068006,27119.729948631793,0,0,0,0,0,0,2683528.616708547,,Espèces,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Total,Espèces,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Total,Espèces,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Total,Espèces,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Total,Espèces,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Total,Espèces,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Total,Espèces,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Total,Espèces,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Total
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bars,175429586.23925543,141117974.16500673,120461288.93204635,103990923.46087411,237429655.84886605,234282874.55679375,734051138.9728751,0,0,0,0,0,1746763442.1757176,,Banane de Mer,0,0,0,0,0,0,0,0,0,0,0,0,0,Banane de Mer,0,0,0,0.7803378933493953,0,0,0,0,0,0,0,0,0.7803378933493953,Banane de Mer,0,0,0,0,0,0,0,0,0,0,0,0,0,Banane de Mer,0,0,0,0,0,0,0,0,0,0,0,0,0,Banane de Mer,0,0,0,0,0,0,0,0,0,0,0,0,0,Banane de Mer,0,0,0,231.96425348893166,0,0,0,0,0,0,0,0,231.96425348893166,Banane de Mer,0,0,0,0,0,0,0,0,0,0,0,0,0,Banane de Mer,0,0,0,232.74459138228104,0,0,0,0,0,0,0,0,232.74459138228104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bécune,43010530.67624407,37364019.86890014,37870107.42589764,29813449.080807082,48268388.338814795,174430028.93612987,140248394.48032305,5088000,0,0,0,0,516092918.8071166,,Barbillon,0,83.57549181880132,33.936795737839184,0,0,0,0,0,0,0,0,0,117.5122875566405,Barbillon,18.37233263052021,52.37199025743006,35.16739006022002,16.3870957603373,28.70710610974053,33.89966243578974,0,0,0,0,0,0,184.90557725403787,Barbillon,0,0,0,185.86106738906193,0,0,0,0,0,0,0,0,185.86106738906193,Barbillon,720.5259717096812,0,113.16940736764005,0,0,0,0,0,0,0,0,0,833.6953790773213,Barbillon,0,0,0,0,0,0,0,0,0,0,0,0,0,Barbillon,0,0,0,0,0,0,0,0,0,0,0,0,0,Barbillon,233.53631874527676,18.598566800319507,0,0,0,0,0,0,0,0,0,0,252.13488554559626,Barbillon,972.4346230854782,154.54604887655088,182.27359316569925,202.24816314939923,28.70710610974053,33.89966243578974,0,0,0,0,0,0,1574.1091968226576
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bossu,104338474.84344077,160607650.22143835,417127103.6006988,134352968.73595354,247150651.00358263,243450091.7734333,463533140.2632555,0,0,0,0,0,1770560080.441803,,Bars,35559.820641066595,16942.25226460111,7800.1045782707215,19055.06556249909,43751.29000089474,49589.2223154633,351459.5854027208,0,0,0,0,0,524157.34076551633,Bars,4962.649694774747,10465.571311554986,8136.016582745925,3087.4068750368824,6793.0582091016,2462.284446715432,15454.884108758562,0,0,0,0,0,51361.871228688135,Bars,0,0,0,3153.442776701084,0,75.94245283018869,0,0,0,0,0,0,3229.3852295312727,Bars,3080.6161443505757,8222.255139080018,2685.201392995823,8549.434602662177,306.81857680630645,0,0,0,0,0,0,0,22844.3258558949,Bars,0,0,0,0,0,0,0,0,0,0,0,0,0,Bars,346.52726440226445,81.0442367373118,743.4852526359435,22.60164521174206,77.94098813056381,77.94098813056381,111.09997495817007,0,0,0,0,0,1460.6403502065596,Bars,1692.3800761021355,2049.562061395209,0,145.63228906400155,1446.2710828937113,426.52578634824187,0,0,0,0,0,0,5760.371295803299,Bars,45641.99382069631,37760.68501336864,19364.807806648412,34013.58375117498,52375.37885782692,52631.91598948772,367025.56948643754,0,0,0,0,0,608813.9347256406
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capitaine,101492988.11851503,114832756.13013446,103572506.35009031,669313100.9309385,459012400.38736707,374890759.58995456,386485374.9170783,0,0,0,0,0,2209599886.4240785,,Bécune,4074.8887937571467,2588.697285054154,1446.7791867184073,4426.550624189718,2817.2195638558337,8803.517743037104,67521.79226948823,0,0,0,0,0,91679.44546610059,Bécune,278.4115021701909,233.61438350786221,452.1054238439448,506.43929278375754,43.06065916461079,118.99950468839296,438.17745848813405,0,0,0,0,0,2070.8082246468934,Bécune,0,0,0,117.71200934640588,0,0,0,0,0,0,0,0,117.71200934640588,Bécune,0,163.30198885958325,411.5251177005092,467.8795056183281,306.81857680630645,0,0,0,0,0,0,0,1349.525188984727,Bécune,0,0,0,0,0,0,0,0,0,0,0,0,0,Bécune,744.4495837495839,444.20448743362033,88.17614856059708,3154.7138474494704,2176.5742611275964,2176.5742611275964,2164.227512185153,2544,0,0,0,0,13492.920101633617,Bécune,13.648226420178512,0,0,0,0,0,0,0,0,0,0,0,13.648226420178512,Bécune,5111.3981060971,3429.8181448552195,2398.5858768234584,8673.29527938768,5343.6730609543465,11099.091508853093,70124.19724016152,2544,0,0,0,0,108724.05921713241
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carangue,61384090.226054944,711744.4703577405,970431.2682031067,3052192.921877333,3484041.852142469,65435997.26951686,0,0,0,0,0,0,135038498.00815246,,Bossu,4982.506113411197,3808.0422810771784,3627.6648496605994,3182.1769508659995,5400.7527122766205,7036.081102465601,11426.7648456057,0,0,0,0,0,39463.98885536289,Bossu,2248.490862704435,3851.989305900418,1902.882940770091,2001.9568653878734,5056.278289462298,1357.6230328595245,5600.455641301463,0,0,0,0,0,22019.676938386103,Bossu,0,0,0,322.15918347437395,135.58378911731688,472.53081761006297,0,0,0,0,0,0,930.2737902017539,Bossu,27232.94080829244,42621.81909235123,34022.8391058896,31560.599378981766,53276.85430115222,53366.10122368018,0,0,0,0,0,0,242081.15391034746,Bossu,0,0,0,0,0,0,0,0,0,0,0,0,0,Bossu,0,28.724539603097853,83.16614011965406,211.741728825794,127.97717804154304,127.97717804154304,500.6905538114865,0,0,0,0,0,1080.2773184431185,Bossu,9391.496246685057,14134.910768242824,161391.99999999997,23213.78687680185,55611.45583255819,15326.493256113494,214238.65909090906,0,0,0,0,0,493308.80207131046,Bossu,43855.43403109313,64445.48598717475,201028.55303643993,60492.42098433766,119608.90210260818,77686.8066107704,231766.57013162773,0,0,0,0,0,798884.1728840518
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carpe,201915.45728346615,582647.8754521505,360896.7483614157,111724.66692412255,14530859.493209515,2917392.7986631733,0,0,0,0,0,0,18705437.039893843,,Capitaine,14171.34904618461,10639.802996932014,6537.298547394285,16167.35871753412,29665.192181615577,35752.71832927497,150625.53660116607,0,0,0,0,0,263559.2564201016,Capitaine,542.3371266893946,1577.0442010102538,1537.551007284038,965.2779740732019,1683.1933215677861,461.0354091267405,3824.924064719337,0,0,0,0,0,10591.363104470753,Capitaine,0,0,0,2961.386340399053,50.21621819159884,548.4732704402516,0,0,0,0,0,0,3560.075829030903,Capitaine,110.28458750658386,0,720.1689559758912,176518.17711964194,84375.10862173428,44298.03324231265,0,0,0,0,0,0,306021.77252717136,Capitaine,0,0,0,0,0,0,0,0,0,0,0,0,0,Capitaine,6.22970362970363,113.87228199799506,194.38832750858901,0,24.05586053412463,24.05586053412463,143.68930094589996,0,0,0,0,0,506.2913351504369,Capitaine,341.2056605044628,106.01183076182117,0,36524.57809725159,41988.51530981743,0,0,0,0,0,0,0,78960.3108983353,Capitaine,15171.406124514755,12436.731310702085,8989.406838162802,233136.7782488999,157786.2815134608,81084.31611168873,154594.14996683132,0,0,0,0,0,663199.0701142604
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceinture,0,0,71280.22168077508,6242.703146795162,0,0,0,0,0,0,0,0,77522.92482757024,,Carangue,344.2686384894671,23.57257461555935,117.88571151038875,0,1428.0836498808374,0,0,0,0,0,0,0,1913.8105744962527,Carangue,422.9169645910133,380.13826636291935,437.54776005157464,59.30567989455404,106.21629260603994,175.1092907890105,0,0,0,0,0,0,1581.2342542951117,Carangue,39994.181818181816,0,0,1932.955100846244,788.3946256081018,0,0,0,0,0,0,0,42715.531544636164,Carangue,0,0,51.44063971256365,42.5345005107571,0,0,0,0,0,0,0,0,93.97514022332075,Carangue,0,0,0,0,0,0,0,0,0,0,0,0,0,Carangue,0,70.78547259334829,40.08006752754413,0,0,0,0,0,0,0,0,0,110.86554012089242,Carangue,115.25168977039633,0,0,0,0,0,0,0,0,0,0,0,115.25168977039633,Carangue,40876.61911103269,474.496313571827,646.9541788020712,2034.7952812515553,2322.6945680949793,175.1092907890105,0,0,0,0,0,0,46530.66874354214
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crabe,244670.00666606243,631418.7018839767,650582.2725485937,0,973139.1210688355,15780.877340798674,44439.98998326803,0,0,0,0,0,2560030.9694915353,,Carpe,93.89144686076376,231.43982349821906,17.861471440967993,0,363.5122017878495,0,0,0,0,0,0,0,706.7049435878002,Carpe,7.0662817809693115,0,55.286408559787745,28.482333107252927,7.655228295930807,0,0,0,0,0,0,0,98.4902517439408,Carpe,0,0,0,0,0,0,0,0,0,0,0,0,0,Carpe,0,24.49529832893749,20.576255885025464,21.26725025537855,153.40928840315323,0,0,0,0,0,0,0,219.74809287249474,Carpe,0,0,0,0,0,0,0,0,0,0,0,0,0,Carpe,0,0,22.04403714014927,0,0,0,0,0,0,0,0,0,22.04403714014927,Carpe,0,0,0,0,4198.851530981742,0,0,0,0,0,0,0,4198.851530981742,Carpe,100.95772864173307,255.93512182715654,115.76817302593047,49.749583362631476,4723.428249468676,0,0,0,0,0,0,0,5245.838856326127
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crevette,0,0,0,0,0,0,0,0,0,0,0,0,0,,Ceinture,0,0,0,0,0,0,0,0,0,0,0,0,0,Ceinture,0,0,0,6.242703146795162,0,0,0,0,0,0,0,0,6.242703146795162,Ceinture,0,0,0,0,0,0,0,0,0,0,0,0,0,Ceinture,0,0,0,0,0,0,0,0,0,0,0,0,0,Ceinture,0,0,0,0,0,0,0,0,0,0,0,0,0,Ceinture,0,0,0,0,0,0,0,0,0,0,0,0,0,Ceinture,0,0,0,0,0,0,0,0,0,0,0,0,0,Ceinture,0,0,0,6.242703146795162,0,0,0,0,0,0,0,0,6.242703146795162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disque,6693854.2754567955,4243671.280503799,4006391.2219624682,2292262.717541022,5318990.214739412,8307073.945193314,1848561.1529968155,0,0,0,0,0,32710804.808393627,,Crabe,0,10.714806643436066,0,0,0,0,0,0,0,0,0,0,10.714806643436066,Crabe,97.86800266642497,241.8526741101546,73.60616524232096,0,22.008781350801073,6.312350936319469,0,0,0,0,0,0,441.6479743060211,Crabe,0,0,0,0,50.21621819159884,0,0,0,0,0,0,0,50.21621819159884,Crabe,0,0,0,0,0,0,0,0,0,0,0,0,0,Crabe,0,0,0,0,0,0,0,0,0,0,0,0,0,Crabe,0,0,15.030025322829049,0,0,0,17.775995993307212,0,0,0,0,0,32.80602131613626,Crabe,0,0,0,0,0,0,0,0,0,0,0,0,0,Crabe,97.86800266642497,252.56748075359067,88.63619056515,0,72.22499954239991,6.312350936319469,17.775995993307212,0,0,0,0,0,535.3850204571922
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Divers,5850313.182139654,3055675.2974952105,3641723.221796264,6723951.534061684,12000508.03200762,6114148.119849033,87530347.50088459,0,0,0,0,0,124916666.88823405,,Crevette,0,0,0,0,0,0,0,0,0,0,0,0,0,Crevette,0,0,0,0,0,0,0,0,0,0,0,0,0,Crevette,0,0,0,0,0,0,0,0,0,0,0,0,0,Crevette,0,0,0,0,0,0,0,0,0,0,0,0,0,Crevette,0,0,0,0,0,0,0,0,0,0,0,0,0,Crevette,0,0,0,0,0,0,0,0,0,0,0,0,0,Crevette,0,0,0,0,0,0,0,0,0,0,0,0,0,Crevette,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dorade Grise,25505325.72864949,12926709.595647097,9467158.021955723,306765502.4510852,4850785.206154436,981913.0199615877,7798323.908631501,0,0,0,0,0,368295717.9320851,,Disque,1977.9798138667566,272.1560887432761,185.7593029860671,484.45081938557,1181.414655810511,3164.5532231185002,0,0,0,0,0,0,7266.313903910681,Disque,699.5618963159618,1115.699927281881,782.678890410013,205.22886595089096,701.4102926146602,158.27635495882524,739.4244611987262,0,0,0,0,0,4402.280688730958,Disque,0,0,0,0,0,0,0,0,0,0,0,0,0,Disque,0,0,0,106.33625127689275,0,0,0,0,0,0,0,0,106.33625127689275,Disque,0,0,0,0,0,0,0,0,0,0,0,0,0,Disque,0,0,0,27.359886308950916,0,0,0,0,0,0,0,0,27.359886308950916,Disque,0,0,0,0,0,0,0,0,0,0,0,0,0,Disque,2677.5417101827184,1387.856016025157,968.4381933960801,823.3758229223047,1882.8249484251712,3322.8295780773256,739.4244611987262,0,0,0,0,0,11802.290730227483
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dorade Rose,4380701.156810553,2649781.594004067,5600188.070887588,5672324.4463698575,4643866.967328473,4733784.417131022,8582843.398768498,21696000,0,0,0,0,57959490.05130006,,Divers,1496.0037199815026,150.00729300810494,157.18094868051833,1605.33702894434,0,1144.6256338939256,0,0,0,0,0,0,4553.154624508392,Divers,911.5503497450411,1361.0832973644465,1097.5497083910527,149.0445376297345,1344.449469472848,342.9710675400245,3934.4684293413707,0,0,0,0,0,9141.116859484518,Divers,0,0,0,1139.9478799862463,3007.9514696767706,1569.4773584905663,39830.70532110092,0,0,0,0,0,45548.0820292545,Divers,0,0,0,0,87.66245051608757,0,0,0,0,0,0,0,87.66245051608757,Divers,0,0,0,0,0,0,0,0,0,0,0,0,0,Divers,35.82079587079588,0,566.1309538265608,0,0,0,0,0,0,0,0,0,601.9517496973567,Divers,0,0,0,0,0,0,0,0,0,0,0,0,0,Divers,2443.3748655973395,1511.0905903725513,1820.8616108981319,2894.3294465603212,4440.0633896657055,3057.0740599245164,43765.17375044229,0,0,0,0,0,59931.96771346086
